video_id,qid,pred,question,question_type
4ocqfNvvI_w,0152-7,"The tool used to fix the pages in the video is a Bookmark (Option A, B, C, or D cannot be determined from the provided frames).","What tool is used to fix the pages in the video?
A. Clamp
B. Elastic bands
C. Rubber band
D. Bendable retainer",Multiple-choice Question with a Single Correct Answer
PH3yeSEgiGE,0154-0,"The adult man handed the white cutting board to the child with his right hand, as he is shown holding it in his right hand before handing it over and there's no evidence of him switching hands between visible frames.","In the video, with which hand does the adult man hand the white cutting board to the child?",Primary Open-ended Question
PH3yeSEgiGE,0154-1,"The man likely uses his right hand to pass the white cutting board to the child, as it is customary for people who are right-handed to use their dominant hand when performing tasks such as passing objects. However, without more specific information or context about the individuals in the video, this is an inference based on common assumptions.",Which hand does the man use to pass the white cutting board to the child in the video?,Paraphrased Open-ended Question
PH3yeSEgiGE,0154-2,"Based on the available frames and typical conventions of videos, it is reasonable to infer that after the man holds the white cutting board with both hands as shown in the last frame, he would likely hand it over to the child using his right hand, given societal norms for dominant hand usage. Therefore, no, the man does not hand the white cutting board to the child using his left hand.",Does the man hand the white cutting board to the child using his left hand?,Correctly-led Open-ended Question
PH3yeSEgiGE,0154-3,"Based on the available frames and the typical flow of actions in a video, it is most likely that the man handed the white cutting board to the child using his right hand. This assumption is made because the human brain tends to use the dominant hand for such tasks, and people are more comfortable demonstrating their actions with their dominant hand on camera. However, it's important to note that this answer is inferred and not explicitly shown in the video.",Does the man hand the white cutting board to the child using his right hand?,Wrongly-led Open-ended Question
PH3yeSEgiGE,0154-7,C. Right hand,"With which hand does the man hand the white cutting board to the child?
A. Neither hand
B. Left hand
C. Right hand
D. Both hands",Multiple-choice Question with a Single Correct Answer
mLbuK7IU7_Y,0162-0,"The video does not show a specific golfer hitting a target, only multiple instances of people playing golf in various parts of a field. Therefore, it is impossible to determine how many times the golfer successfully hits the target based on the provided information.","How many times does the golfer in the video successfully hit the target?
",Primary Open-ended Question
mLbuK7IU7_Y,0162-1,"2 successful target hits are achieved by the golfers in the video, as evidenced by the presence of two golf balls and the context that they were hit into the field.",How many successful target hits does the golfer achieve in the video?,Paraphrased Open-ended Question
mLbuK7IU7_Y,0162-2,"No, the golfer does not hit the target only once in the video. Multiple instances of people playing golf are shown in various frames, indicating that each person is likely taking multiple swings at their ball. The presence of several people playing golf together suggests they may be taking turns or playing simultaneously, further implying that hitting the target more than once is probable.",Does the golfer hit the target only once in the video?,Correctly-led Open-ended Question
mLbuK7IU7_Y,0162-3,"No, the golfer does not manage to hit the target 10 times in the video as there are only two people playing golf and they each have a turn, making it impossible for one of them to hit the target 10 times.",Does the golfer manage to hit the target 10 times in the video?,Wrongly-led Open-ended Question
mLbuK7IU7_Y,0162-7,A. 0,"How many times does the golfer successfully hit the target in the video?
A. 0
B. 1
C. 10
D. 5",Multiple-choice Question with a Single Correct Answer
C2JNR1EVPyM,0167-0,"The woman in the video might be surprised because she is likely listening to music (as indicated by the transcript ""Музыка"" and there's no other obvious action suggested), and she seems to react differently between frames, such as dropping her pencil, standing up, holding chopsticks, and then holding a cell phone. It can be inferred that she might have received a call or notification on her cell phone, which could surprise her if she was engrossed in the music.","Why is the woman in the video surprised?
",Primary Open-ended Question
C2JNR1EVPyM,0167-1,"The man, standing up with his fists clenched in the third frame, likely made an unexpected or dramatic gesture that caused the woman to feel astonished, as she is seen holding a cell phone in her hands (implying she was possibly communicating with someone) in the following frame.",What causes the woman in the video to feel astonished?,Paraphrased Open-ended Question
C2JNR1EVPyM,0167-2,"The woman is later seen with a cell phone, which could imply a change of activity, but again, there's no direct connection between this and the pencil incident.",Is the woman surprised because the pencil remains unbroken despite the man's grip?,Correctly-led Open-ended Question
C2JNR1EVPyM,0167-3,The only interaction shown between them is at the beginning of the video where the woman is holding a pencil and the man is standing across from her in a separate room.,Is a woman surprised that a man has managed to break a pencil with his hand?,Wrongly-led Open-ended Question
